log_id,node_id,json_status,http_response_code,response_time_ms,load_val,L_V1
1077,270,OPERATIONAL,200,118,0.3943269756552138,
5183,121,OPERATIONAL,200,101,,0.6337500937718625
5184,447,OPERATIONAL,206,211,,0.6778445669252443
5185,329,OPERATIONAL,200,106,,0.7741835156005646
1078,157,OPERATIONAL,200,133,0.4157247298293735,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1079,68,OPERATIONAL,200,104,0.22863370382156561,
1082,493,OPERATIONAL,200,126,0.1727636684672566,
1083,61,OPERATIONAL,200,131,0.1564075654994948,
1084,101,OPERATIONAL,200,125,0.7745198456094693,
1085,186,OPERATIONAL,200,139,0.6597549499807503,
1086,425,OPERATIONAL,200,105,0.10972329442425002,
1087,95,OPERATIONAL,200,136,0.13309600950691636,
1088,72,OPERATIONAL,200,112,0.16271125632205335,
1090,228,OPERATIONAL,200,130,0.33740555066364164,
1091,498,OPERATIONAL,200,108,0.7392895159846469,
1092,6,OPERATIONAL,200,128,0.8743455886528491,
1093,409,OPERATIONAL,200,122,0.36156240640865245,
2411,163,OPERATIONAL,429,221,0.858728544965948,
2544,188,OPERATIONAL,206,231,0.8949611398376908,
2575,63,OPERATIONAL,429,218,0.867844857453533,
1094,227,OPERATIONAL,200,137,0.7279990158427505,
1328,180,OPERATIONAL,206,249,0.5084616789414913,
1331,25,OPERATIONAL,206,250,0.48943834018278254,
1338,53,OPERATIONAL,429,232,0.7321178093880778,
1095,333,OPERATIONAL,200,121,0.32283028260155067,
5186,227,OPERATIONAL,200,103,,0.25795441642542105
5187,417,OPERATIONAL,200,123,,0.4341633347048932
5188,45,OPERATIONAL,200,115,,0.8231653240202728
1096,143,OPERATIONAL,200,133,0.6218024260400146,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1097,202,OPERATIONAL,200,113,0.36406394751186244,
1098,349,OPERATIONAL,200,129,0.5798273293902084,
1099,271,OPERATIONAL,200,129,0.8281849615365446,
1100,128,OPERATIONAL,200,105,0.25931499615289555,
1101,361,OPERATIONAL,200,115,0.43829823548954394,
1103,481,OPERATIONAL,200,114,0.44074526095003663,
1104,390,OPERATIONAL,200,101,0.8233481023704409,
1105,346,OPERATIONAL,200,109,0.5112117333487615,
1106,423,OPERATIONAL,200,116,0.33993566407048903,
1108,99,OPERATIONAL,200,130,0.5489306913313997,
1109,430,OPERATIONAL,200,102,0.20969515563871194,
1113,477,OPERATIONAL,200,110,0.31738913195755086,
2659,296,OPERATIONAL,429,235,0.8660756577363988,
2937,379,OPERATIONAL,206,215,0.853070854836065,
3001,399,OPERATIONAL,429,238,0.8875422534181899,
1114,237,OPERATIONAL,200,114,0.48694528411022453,
1341,106,OPERATIONAL,429,213,0.12687300353515296,
1374,229,OPERATIONAL,206,222,0.19874267295128023,
1376,201,OPERATIONAL,206,238,0.7834022492513838,
1115,247,OPERATIONAL,200,139,0.34998855075115537,
5189,201,OPERATIONAL,429,211,,0.8278576965426905
5190,93,OPERATIONAL,200,126,,0.8784121951618578
5191,37,OPERATIONAL,200,119,,0.475946131668318
1116,425,OPERATIONAL,200,119,0.8737563971528556,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1117,331,OPERATIONAL,200,117,0.13795828131145296,
1118,312,OPERATIONAL,200,114,0.5408233446874383,
1119,30,OPERATIONAL,200,130,0.48467620248532206,
1120,216,OPERATIONAL,200,116,0.5509985222870967,
1121,202,OPERATIONAL,200,127,0.6468579682656719,
1122,335,OPERATIONAL,200,109,0.520670088255946,
1123,453,OPERATIONAL,200,104,0.3149392295450615,
1124,284,OPERATIONAL,200,124,0.8931956425138732,
1125,490,OPERATIONAL,200,105,0.27300082137870496,
1126,310,OPERATIONAL,200,114,0.8697432159782909,
1128,366,OPERATIONAL,200,133,0.831217365456316,
1129,55,OPERATIONAL,200,114,0.7443684052120161,
3055,47,OPERATIONAL,206,236,0.8599324794369937,
3366,444,OPERATIONAL,206,236,0.8529205135165608,
3374,484,OPERATIONAL,429,213,0.8884012818806122,
1130,363,OPERATIONAL,200,134,0.7934018715689038,
1378,125,OPERATIONAL,429,222,0.6401160240938835,
1388,195,OPERATIONAL,429,211,0.3725616886030769,
1390,397,OPERATIONAL,429,238,0.34288671549803873,
1131,371,OPERATIONAL,200,128,0.5787227735533998,
5192,141,OPERATIONAL,200,128,,0.6600302573428292
5193,250,OPERATIONAL,200,135,,0.23578554221042536
5194,354,OPERATIONAL,200,122,,0.17763287145551604
1132,26,OPERATIONAL,200,137,0.6988084973070399,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1133,347,OPERATIONAL,200,112,0.7202617176516696,
1135,360,OPERATIONAL,200,119,0.15226325066143176,
1136,470,OPERATIONAL,200,113,0.7874528676186642,
1138,470,OPERATIONAL,200,130,0.5696322205597121,
1139,289,OPERATIONAL,200,106,0.5420959590031231,
1140,479,OPERATIONAL,200,117,0.5933082474181622,
1141,453,OPERATIONAL,200,127,0.2036172964959315,
1142,307,OPERATIONAL,200,126,0.5577191534436338,
1143,126,OPERATIONAL,200,125,0.1568316356346328,
1144,349,OPERATIONAL,200,133,0.8914372556520292,
1145,302,OPERATIONAL,200,136,0.2702350310972852,
1146,321,OPERATIONAL,200,105,0.30227837914742706,
3557,432,OPERATIONAL,429,217,0.8916825404134401,
3576,114,OPERATIONAL,206,218,0.8968344210672126,
3750,13,OPERATIONAL,429,240,0.8678777853683699,
1147,278,OPERATIONAL,200,103,0.7250812743900982,
1398,353,OPERATIONAL,429,211,0.4770307321396773,
1409,487,OPERATIONAL,429,248,0.16430386355936932,
1415,188,OPERATIONAL,429,244,0.10935639325307217,
1148,105,OPERATIONAL,200,107,0.2104369720092839,
5195,63,OPERATIONAL,206,233,,0.8067312232206671
5196,335,OPERATIONAL,200,104,,0.7154650102374212
5197,245,OPERATIONAL,200,109,,0.34276489063463245
1149,141,OPERATIONAL,200,117,0.89660326385418,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1150,323,OPERATIONAL,200,104,0.7381869637683455,
1151,155,OPERATIONAL,200,137,0.4735543233370215,
1152,150,OPERATIONAL,200,110,0.39907553350062375,
1153,278,OPERATIONAL,200,135,0.4674992690507548,
1154,285,OPERATIONAL,200,135,0.303927148549763,
1155,370,OPERATIONAL,200,140,0.8191276145893275,
1156,32,OPERATIONAL,200,128,0.34230584032587963,
1158,298,OPERATIONAL,200,118,0.7766300244736187,
1159,223,OPERATIONAL,200,101,0.7329697221744527,
1160,1,OPERATIONAL,200,134,0.8249433791679547,
1161,358,OPERATIONAL,200,105,0.2661415615838816,
1162,136,OPERATIONAL,200,108,0.5033472240155507,
3988,486,OPERATIONAL,206,223,0.8674718067323317,
4086,188,OPERATIONAL,206,233,0.8552727031337755,
1163,473,OPERATIONAL,200,102,0.653804963790545,
1416,288,OPERATIONAL,206,241,0.1431108873009789,
1424,225,OPERATIONAL,429,233,0.542836879107602,
1429,163,OPERATIONAL,429,238,0.13686854610838406,
1164,418,OPERATIONAL,200,136,0.3034238269478423,
5198,162,OPERATIONAL,200,114,,0.2588597366436769
5199,67,OPERATIONAL,200,116,,0.31501606133530613
5200,444,OPERATIONAL,429,224,,0.7776045357833817
1166,179,OPERATIONAL,200,114,0.8623908176754603,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1168,239,OPERATIONAL,200,105,0.341033310867467,
1171,400,OPERATIONAL,200,114,0.35021370542398134,
1172,46,OPERATIONAL,200,101,0.7345982669565398,
1173,270,OPERATIONAL,200,102,0.793455907237821,
1174,73,OPERATIONAL,200,103,0.2312654298489922,
1175,0,OPERATIONAL,200,120,0.20365026192177318,
1176,129,OPERATIONAL,200,117,0.15716356270195686,
1177,324,OPERATIONAL,200,112,0.4336886043775804,
1178,333,OPERATIONAL,200,121,0.2120183882780541,
1179,91,OPERATIONAL,200,116,0.7736209275857009,
1180,2,OPERATIONAL,200,127,0.640724518850447,
1181,112,OPERATIONAL,200,102,0.7941328794280067,
4235,122,OPERATIONAL,206,236,0.8699327257614583,
4656,154,OPERATIONAL,429,210,0.8641811803548656,
4709,174,OPERATIONAL,429,236,0.8885046947724086,
1183,245,OPERATIONAL,200,120,0.43125675068594604,
1435,263,OPERATIONAL,429,239,0.323327187589562,
1438,81,OPERATIONAL,429,222,0.3631535777642998,
1444,188,OPERATIONAL,429,245,0.7594257824393729,
1184,155,OPERATIONAL,200,110,0.8844622316366237,
5201,96,OPERATIONAL,200,126,,0.6408001627703
5202,204,OPERATIONAL,200,108,,0.8118631727474047
5203,60,OPERATIONAL,200,134,,0.658359068762637
1185,299,OPERATIONAL,200,121,0.16615225648740417,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1186,191,OPERATIONAL,200,109,0.2109999497773047,
1187,451,OPERATIONAL,200,129,0.7292828839209216,
1188,485,OPERATIONAL,200,116,0.6889652947965282,
1189,247,OPERATIONAL,200,131,0.31934812062195006,
1190,30,OPERATIONAL,200,136,0.5335480318567104,
1191,272,OPERATIONAL,200,117,0.14514238570254465,
1193,355,OPERATIONAL,200,101,0.5704448610001184,
1194,467,OPERATIONAL,200,101,0.4032194492439747,
1195,3,OPERATIONAL,200,133,0.7618196289014979,
1196,37,OPERATIONAL,200,132,0.7718176147847252,
1197,446,OPERATIONAL,200,102,0.11457584033381574,
1198,455,OPERATIONAL,200,115,0.27488152843818386,
11,125,OPERATIONAL,206,236,0.8700873706476114,
228,41,OPERATIONAL,206,245,0.8749268196829515,
1199,149,OPERATIONAL,200,127,0.11082418703809989,
1445,180,OPERATIONAL,429,240,0.5947929658360238,
1457,484,OPERATIONAL,429,235,0.2637724402706614,
1460,66,OPERATIONAL,429,224,0.5268611086950156,
1200,97,OPERATIONAL,200,102,0.12837984553317386,
5204,68,OPERATIONAL,200,132,,0.1410382461670741
5205,133,OPERATIONAL,200,112,,0.6722640569958843
5206,374,OPERATIONAL,200,114,,0.7672136349701296
1201,29,OPERATIONAL,200,127,0.8371911485718959,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1202,0,OPERATIONAL,200,121,0.4526453668769105,
1203,473,OPERATIONAL,200,137,0.30355461788933963,
1205,337,OPERATIONAL,200,106,0.6755513420648501,
1206,142,OPERATIONAL,200,113,0.5748867539607437,
1207,481,OPERATIONAL,200,126,0.5281172584526799,
1208,132,OPERATIONAL,200,109,0.510385006943998,
1209,0,OPERATIONAL,200,130,0.6437713361885703,
1210,323,OPERATIONAL,200,109,0.22362575046956845,
1211,241,OPERATIONAL,200,128,0.46467969813222365,
1212,210,OPERATIONAL,200,117,0.271223024706458,
1213,62,OPERATIONAL,200,140,0.6399618888694546,
1214,348,OPERATIONAL,200,112,0.7160498881908309,
481,106,OPERATIONAL,429,244,0.8994928014757813,
923,154,OPERATIONAL,206,243,0.8554461593742667,
930,426,OPERATIONAL,429,212,0.8595173297458062,
1215,247,OPERATIONAL,200,130,0.897109076400167,
1461,201,OPERATIONAL,206,245,0.39659145604443635,
1464,122,OPERATIONAL,206,232,0.32075471874321315,
1473,288,OPERATIONAL,206,221,0.64182891358802,
1216,239,OPERATIONAL,200,109,0.49061373062485325,
5207,130,OPERATIONAL,200,102,,0.8355498871314542
5208,136,OPERATIONAL,200,137,,0.7450376131647358
5209,397,OPERATIONAL,206,210,,0.40629084607155763
1217,284,OPERATIONAL,200,139,0.7068276430242527,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1218,479,OPERATIONAL,200,127,0.7436705294707039,
1220,411,OPERATIONAL,200,101,0.24302785824809556,
1221,29,OPERATIONAL,200,107,0.6352382158856116,
1223,91,OPERATIONAL,200,110,0.5885451434029259,
1225,398,OPERATIONAL,200,113,0.7058207429891777,
1226,427,OPERATIONAL,200,106,0.7981688508082959,
1227,45,OPERATIONAL,200,110,0.3290002568084551,
1229,376,OPERATIONAL,200,117,0.7104933744023701,
1230,10,OPERATIONAL,200,126,0.6278580111176154,
1232,461,OPERATIONAL,200,138,0.5545316959431933,
1233,239,OPERATIONAL,200,129,0.6608259714352628,
1234,468,OPERATIONAL,200,101,0.8356965988474727,
1042,182,OPERATIONAL,206,218,0.8691505577323672,
1050,447,OPERATIONAL,429,236,0.8984833429802278,
1224,338,OPERATIONAL,429,244,0.8824800738633185,
1235,293,OPERATIONAL,200,138,0.7625988837608964,
1476,484,OPERATIONAL,429,218,0.8211098847064741,
1483,274,OPERATIONAL,206,250,0.844778240569769,
1489,159,OPERATIONAL,429,241,0.7507915066866537,
1236,475,OPERATIONAL,200,114,0.8692551402652476,
5210,482,OPERATIONAL,200,135,,0.3723315200530495
5211,194,OPERATIONAL,200,125,,0.5914225614135201
5212,51,OPERATIONAL,200,103,,0.4076119943562533
1237,84,OPERATIONAL,200,130,0.7733560240005265,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1238,451,OPERATIONAL,200,124,0.6313603172765456,
1239,26,OPERATIONAL,200,134,0.13947692271256784,
1241,465,OPERATIONAL,200,134,0.49959198658825554,
1242,347,OPERATIONAL,200,118,0.28797764546603394,
1243,292,OPERATIONAL,200,121,0.5423738549217748,
1244,462,OPERATIONAL,200,133,0.705302992858207,
1245,461,OPERATIONAL,200,136,0.779372228427884,
1246,141,OPERATIONAL,200,140,0.21442251491470296,
1247,312,OPERATIONAL,200,137,0.6747008106429269,
1248,347,OPERATIONAL,200,136,0.2464242127470886,
1249,267,OPERATIONAL,200,107,0.5174908057467834,
1250,374,OPERATIONAL,200,112,0.7780853810189118,
1413,447,OPERATIONAL,429,236,0.8732147842672598,
1505,432,OPERATIONAL,429,235,0.8904981206329088,
1549,459,OPERATIONAL,429,223,0.8548865937291432,
1251,290,OPERATIONAL,200,128,0.5727120063961572,
1518,444,OPERATIONAL,206,213,0.8270747601728828,
1520,432,OPERATIONAL,206,218,0.3213972176382221,
1521,353,OPERATIONAL,429,238,0.2255733282222149,
1253,470,OPERATIONAL,200,116,0.6262412100992001,
5213,201,OPERATIONAL,429,225,,0.2157455879190307
5214,414,OPERATIONAL,200,108,,0.8520190949451327
5215,361,OPERATIONAL,200,132,,0.5758516832997678
1254,149,OPERATIONAL,200,129,0.6706868230878605,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1255,259,OPERATIONAL,200,101,0.31223286764908686,
1256,258,OPERATIONAL,200,140,0.27808984685934257,
1257,427,OPERATIONAL,200,136,0.3129157071870954,
1258,150,OPERATIONAL,200,115,0.5177878976602243,
1259,205,OPERATIONAL,200,107,0.4554154634611248,
1260,385,OPERATIONAL,200,102,0.7830449940452933,
1261,253,OPERATIONAL,200,131,0.3479196955595022,
1263,216,OPERATIONAL,200,129,0.31967215604644483,
1264,23,OPERATIONAL,200,106,0.7941243180092421,
1265,39,OPERATIONAL,200,120,0.6784393297065174,
1266,380,OPERATIONAL,200,114,0.45362136817716814,
1267,21,OPERATIONAL,200,124,0.3953338286439747,
1805,471,OPERATIONAL,206,233,0.8625388291386114,
1866,288,OPERATIONAL,206,218,0.8519772250408452,
2185,225,OPERATIONAL,429,236,0.8552227574040693,
1269,264,OPERATIONAL,200,117,0.7425139447003346,
1524,180,OPERATIONAL,429,234,0.11363742618655062,
1538,412,OPERATIONAL,206,235,0.6422342337673289,
1540,459,OPERATIONAL,206,229,0.12958718303607483,
1270,98,OPERATIONAL,200,103,0.8150208756145568,
5216,146,OPERATIONAL,200,139,,0.36543622638052475
5217,307,OPERATIONAL,200,130,,0.3500391834547807
5218,316,OPERATIONAL,200,112,,0.12713818428691184
1271,414,OPERATIONAL,200,111,0.30020624518889594,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1272,259,OPERATIONAL,200,120,0.751544050261748,
1273,404,OPERATIONAL,200,115,0.8374856751509465,
1274,104,OPERATIONAL,200,106,0.35827551810242286,
1275,75,OPERATIONAL,200,104,0.534985620453011,
1276,6,OPERATIONAL,200,107,0.4553906587038402,
1277,324,OPERATIONAL,200,136,0.49948878500582017,
1278,460,OPERATIONAL,200,131,0.2486578545624939,
1280,191,OPERATIONAL,200,125,0.3515684473721402,
1281,407,OPERATIONAL,200,137,0.10727061840141312,
1282,157,OPERATIONAL,200,132,0.666701225753773,
1283,170,OPERATIONAL,200,124,0.26076505609992334,
1285,307,OPERATIONAL,200,133,0.47411296244300283,
2265,296,OPERATIONAL,429,210,0.8973730600383,
2411,163,OPERATIONAL,429,221,0.858728544965948,
2544,188,OPERATIONAL,206,231,0.8949611398376908,
1286,441,OPERATIONAL,200,109,0.3848969886715963,
1552,486,OPERATIONAL,429,227,0.4529214425766308,
1555,480,OPERATIONAL,206,227,0.47151272377828735,
1287,1,OPERATIONAL,200,108,0.32168444502674853,
5219,60,OPERATIONAL,200,121,,0.310007902654782
5220,29,OPERATIONAL,200,107,,0.5509673867562945
5221,87,OPERATIONAL,200,112,,0.37173364287710087
1288,304,OPERATIONAL,200,105,0.7965612812848556,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1289,202,OPERATIONAL,200,101,0.31468385854347947,
1290,243,OPERATIONAL,200,104,0.6421345822508604,
1291,149,OPERATIONAL,200,118,0.8057824102992649,
1292,378,OPERATIONAL,200,140,0.36120926137693077,
1293,164,OPERATIONAL,200,114,0.5799603030887804,
1294,34,OPERATIONAL,200,132,0.5054938288203168,
1295,430,OPERATIONAL,200,133,0.20465954880349477,
1296,178,OPERATIONAL,200,112,0.21138128063291203,
1297,89,OPERATIONAL,200,129,0.8070661436210042,
1298,469,OPERATIONAL,200,104,0.5820263177164247,
1299,158,OPERATIONAL,200,118,0.6342246817539043,
1300,469,OPERATIONAL,200,107,0.13255383938319235,
2575,63,OPERATIONAL,429,218,0.867844857453533,
2659,296,OPERATIONAL,429,235,0.8660756577363988,
2937,379,OPERATIONAL,206,215,0.853070854836065,
1303,207,OPERATIONAL,200,132,0.7228395130395767,
1565,80,OPERATIONAL,429,231,0.4725228798142197,
1568,154,OPERATIONAL,429,239,0.6598213029768158,
1569,353,OPERATIONAL,429,235,0.4638259505057437,
1304,290,OPERATIONAL,200,140,0.5528834012999603,
5222,248,OPERATIONAL,200,139,,0.14254997253075202
5223,369,OPERATIONAL,200,124,,0.8780838948204001
5224,452,OPERATIONAL,200,110,,0.24342538181482284
1305,209,OPERATIONAL,200,129,0.7749113631118564,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1306,235,OPERATIONAL,200,121,0.6411810086526837,
1307,203,OPERATIONAL,200,125,0.7751534659507003,
1308,37,OPERATIONAL,200,131,0.7117421930150177,
1309,99,OPERATIONAL,200,124,0.8238872167048242,
1310,149,OPERATIONAL,200,140,0.11264506495350801,
1311,418,OPERATIONAL,200,120,0.8465799635839008,
1313,298,OPERATIONAL,200,116,0.18021358958138728,
1314,464,OPERATIONAL,200,140,0.27411844796910434,
1317,56,OPERATIONAL,200,114,0.22659897337589616,
1319,144,OPERATIONAL,200,127,0.5180956095464132,
1320,401,OPERATIONAL,200,124,0.8940166553999651,
1321,415,OPERATIONAL,200,126,0.7217138661540724,
3001,399,OPERATIONAL,429,238,0.8875422534181899,
3055,47,OPERATIONAL,206,236,0.8599324794369937,
3366,444,OPERATIONAL,206,236,0.8529205135165608,
1322,252,OPERATIONAL,200,140,0.11427185002636042,
1580,174,OPERATIONAL,206,244,0.510118293658229,
1581,379,OPERATIONAL,429,219,0.6538509055605097,
1591,125,OPERATIONAL,206,230,0.729517798596855,
1324,474,OPERATIONAL,200,110,0.5341623802460519,
5225,317,OPERATIONAL,200,132,,0.699472921822056
5226,64,OPERATIONAL,200,109,,0.646839255713451
5227,289,OPERATIONAL,200,137,,0.14230000448543853
1325,104,OPERATIONAL,200,131,0.6801079198398885,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1326,17,OPERATIONAL,200,125,0.15980938590672145,
1327,158,OPERATIONAL,200,129,0.6196920392491636,
1329,54,OPERATIONAL,200,118,0.8663891913932458,
1330,165,OPERATIONAL,200,129,0.21177607752536193,
1332,440,OPERATIONAL,200,125,0.6122130558501937,
1333,214,OPERATIONAL,200,106,0.35368033310032587,
1334,177,OPERATIONAL,200,117,0.3007824844396476,
1335,346,OPERATIONAL,200,138,0.1363312087201911,
1336,276,OPERATIONAL,200,139,0.8934565606788222,
1337,160,OPERATIONAL,200,125,0.8415330016558478,
1339,250,OPERATIONAL,200,109,0.8765908861730111,
1340,231,OPERATIONAL,200,108,0.2630470262970741,
3374,484,OPERATIONAL,429,213,0.8884012818806122,
3557,432,OPERATIONAL,429,217,0.8916825404134401,
3576,114,OPERATIONAL,206,218,0.8968344210672126,
1342,450,OPERATIONAL,200,133,0.6260961378389681,
1610,379,OPERATIONAL,206,216,0.24431526026367445,
1612,387,OPERATIONAL,206,226,0.2832884618704189,
1615,86,OPERATIONAL,429,223,0.5665670014497046,
1343,424,OPERATIONAL,200,123,0.6698598457654557,
5228,62,OPERATIONAL,200,118,,0.5134541623408203
5229,190,OPERATIONAL,200,136,,0.1103537684066862
1344,376,OPERATIONAL,200,128,0.7461499170598701,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1345,128,OPERATIONAL,200,136,0.2611519375791248,
1346,469,OPERATIONAL,200,118,0.1594997238736327,
1347,216,OPERATIONAL,200,114,0.8402490841852477,
1348,109,OPERATIONAL,200,123,0.7743592589125885,
1349,235,OPERATIONAL,200,107,0.5407919442793085,
1350,309,OPERATIONAL,200,135,0.7989829708525714,
1351,450,OPERATIONAL,200,108,0.1491078918528782,
1352,433,OPERATIONAL,200,136,0.8122195247108042,
1353,323,OPERATIONAL,200,108,0.8745023128573687,
1354,216,OPERATIONAL,200,109,0.21190279825365765,
1355,177,OPERATIONAL,200,108,0.5158331493772033,
1356,8,OPERATIONAL,200,136,0.4305850910843162,
3750,13,OPERATIONAL,429,240,0.8678777853683699,
3988,486,OPERATIONAL,206,223,0.8674718067323317,
1357,218,OPERATIONAL,200,115,0.11884232453926301,
1620,499,OPERATIONAL,429,231,0.6440067761522268,
1628,432,OPERATIONAL,206,214,0.29851559152860646,
1634,447,OPERATIONAL,206,227,0.15921374522905074,
1358,19,OPERATIONAL,200,125,0.8421428265795599,
5231,319,OPERATIONAL,200,103,,0.6966482890137733
5232,115,OPERATIONAL,206,231,,0.251144706304288
5233,256,OPERATIONAL,200,114,,0.3320046081513157
1359,76,OPERATIONAL,200,129,0.1620871765613437,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1360,219,OPERATIONAL,200,131,0.23207108421837025,
1361,133,OPERATIONAL,200,106,0.10523358731329058,
1362,120,OPERATIONAL,200,135,0.31743238668608764,
1363,250,OPERATIONAL,200,140,0.23535237203517578,
1364,150,OPERATIONAL,200,125,0.22528619686766804,
1365,435,OPERATIONAL,200,101,0.28940485101132996,
1366,461,OPERATIONAL,200,116,0.34489217013389606,
1367,269,OPERATIONAL,200,115,0.5186558578838083,
1368,331,OPERATIONAL,200,117,0.3395399237397031,
1369,10,OPERATIONAL,200,129,0.5656455418696363,
1370,276,OPERATIONAL,200,103,0.6040033992831952,
1371,68,OPERATIONAL,200,135,0.36147493806827424,
4086,188,OPERATIONAL,206,233,0.8552727031337755,
4235,122,OPERATIONAL,206,236,0.8699327257614583,
4656,154,OPERATIONAL,429,210,0.8641811803548656,
1372,289,OPERATIONAL,200,101,0.698440556191751,
1638,115,OPERATIONAL,206,224,0.7453446956588975,
1658,486,OPERATIONAL,206,242,0.6801571035454527,
1671,459,OPERATIONAL,429,237,0.7523215265825514,
1373,407,OPERATIONAL,200,111,0.6986729168468544,
5234,485,OPERATIONAL,200,107,,0.8338209487136518
5235,270,OPERATIONAL,200,103,,0.17297565725401087
5236,331,OPERATIONAL,200,121,,0.8245398320639118
1375,49,OPERATIONAL,200,107,0.6328351956746352,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1377,325,OPERATIONAL,200,121,0.5519372909457146,
1379,71,OPERATIONAL,200,128,0.46446053644863605,
1380,414,OPERATIONAL,200,139,0.5337649968668641,
1381,121,OPERATIONAL,200,121,0.4904636682609619,
1382,162,OPERATIONAL,200,133,0.7527460291207914,
1383,415,OPERATIONAL,200,133,0.898145418396166,
1384,350,OPERATIONAL,200,139,0.49746865049366196,
1385,223,OPERATIONAL,200,136,0.19764912451921068,
1386,454,OPERATIONAL,200,132,0.1401886853178499,
1387,344,OPERATIONAL,200,103,0.7763430129892761,
1389,457,OPERATIONAL,200,140,0.27841580440299685,
1391,476,OPERATIONAL,200,132,0.7748675125721366,
4709,174,OPERATIONAL,429,236,0.8885046947724086,
11,125,OPERATIONAL,206,236,0.8700873706476114,
1392,65,OPERATIONAL,200,118,0.2932189527389973,
1678,274,OPERATIONAL,429,241,0.5879348503049306,
1680,47,OPERATIONAL,429,242,0.6964845062023676,
1683,397,OPERATIONAL,429,211,0.3813085324214942,
1393,366,OPERATIONAL,200,128,0.8720257205330392,
5237,297,OPERATIONAL,200,122,,0.8985822136809402
5239,46,OPERATIONAL,200,127,,0.2318243527011033
1394,352,OPERATIONAL,200,139,0.6002694213251635,
305,345,OPERATIONAL,200,138,0.8008374460953448,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1395,209,OPERATIONAL,200,132,0.3204757859351777,
1396,242,OPERATIONAL,200,132,0.5287464539625649,
1397,434,OPERATIONAL,200,107,0.7140774714667781,
1399,429,OPERATIONAL,200,135,0.21893547248973821,
1400,400,OPERATIONAL,200,109,0.3180291456636722,
1401,39,OPERATIONAL,200,117,0.7073177414642586,
1402,372,OPERATIONAL,200,110,0.21134787080925338,
1403,131,OPERATIONAL,200,127,0.20833901219043202,
1404,83,OPERATIONAL,200,118,0.8026689158910808,
1405,442,OPERATIONAL,200,101,0.29878019198495176,
1406,226,OPERATIONAL,200,117,0.22111860484297807,
1407,72,OPERATIONAL,200,121,0.5464101274599661,
228,41,OPERATIONAL,206,245,0.8749268196829515,
481,106,OPERATIONAL,429,244,0.8994928014757813,
